time,index,pred,label,acc,f1,num_instruments
63.24124336242676,13_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
65.47069549560547,13_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
65.83452224731445,14_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
65.78302383422852,14_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.360286712646484,15_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.66562843322754,15_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.74294853210449,16_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.06886672973633,16_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.12870979309082,17_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.83450126647949,17_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
64.01848793029785,18_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.72809410095215,18_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
64.09335136413574,19_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.615156173706055,19_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.848567962646484,20_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.371896743774414,20_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
68.34006309509277,21_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.72101402282715,21_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.3389949798584,22_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.71164321899414,22_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.4915828704834,23_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.9725456237793,23_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.277244567871094,24_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
61.76614761352539,24_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.610076904296875,25_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.00544738769531,25_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
64.69345092773438,26_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.794612884521484,26_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.698768615722656,27_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
65.94252586364746,27_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
64.26262855529785,28_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.155412673950195,28_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
45.94993591308594,29_0,"[1, 2]","[1, 2]",1.0,1.0,2.0
61.440229415893555,29_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
65.06466865539551,30_0,"[2, 1, 2]","[1, 1, 2]",0.6666666666666666,0.6666666666666666,3.0
63.689470291137695,30_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.83211708068848,31_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.54951858520508,31_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.918663024902344,32_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.99178504943848,32_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
64.26644325256348,33_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.74127960205078,33_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
65.27829170227051,34_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
62.73460388183594,34_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.21358680725098,35_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.878536224365234,35_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
63.60363960266113,36_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
64.48030471801758,36_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
66.34283065795898,37_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
